Bias,Order
0.01998000033199787,0.01080318819731474
0.039979998022317886,0.017147749662399292
0.05997999757528305,0.02958475425839424
0.07998000085353851,0.011725223623216152
0.09997999668121338,0.019565485417842865
0.11997999995946884,0.012697543017566204
0.1399800032377243,0.006546152755618095
0.15997999906539917,0.017945684492588043
0.17997999489307404,0.019942667335271835
0.1999799907207489,0.015353871509432793
0.21998000144958496,0.02419184520840645
0.23997999727725983,0.019789112731814384
0.2599799931049347,0.008716601878404617
0.27998000383377075,0.011950379237532616
0.2999799847602844,0.024040328338742256
0.3199799954891205,0.020877450704574585
0.33998000621795654,0.024212948977947235
0.3599799871444702,0.006813660729676485
0.3799799978733063,0.01264402735978365
0.39997997879981995,0.017987597733736038
0.419979989528656,0.031686410307884216
0.43998000025749207,0.03774391487240791
0.45997998118400574,0.028033798560500145
0.4799799919128418,0.025375917553901672
0.49997997283935547,0.0154561223462224
0.5199800133705139,0.02420402504503727
0.5399799942970276,0.023427657783031464
0.5599799752235413,0.027323683723807335
0.5799799561500549,0.024963432922959328
0.5999799966812134,0.031113069504499435
0.619979977607727,0.03698371723294258
0.6399799585342407,0.02772160805761814
0.6599799990653992,0.028989292681217194
0.6799799799919128,0.03740318864583969
0.6999799609184265,0.028411589562892914
0.719980001449585,0.023720305413007736
0.7399799823760986,0.015511402860283852
0.7599799633026123,0.01664896123111248
0.7799800038337708,0.02578723058104515
0.7999799847602844,0.01684390939772129
0.8199799656867981,0.0194777213037014
0.8399800062179565,0.020939132198691368
0.8599799871444702,0.017311226576566696
0.8799799680709839,0.007539714686572552
0.8999799489974976,0.008817902766168118
0.919979989528656,0.02010129950940609
0.9399799704551697,0.007116650231182575
0.9599799513816833,0.02408933825790882
0.9799799919128418,0.02195526845753193
0.9999799728393555,0.007612448185682297
